2020-06-29, 76, , 12, 42, 
2020-07-31, 75.5, , 12.5, 44, 
2020-08-25, 75, , 12.6, 42, 
2020-09-25, 74, , 12, 41, 
2020-10-28, 72.5, , 11.7, 39, 
2020-11-25, 69.5, , 11.2, 36, 
2021-01-04, 73, , 13.1, 43, 
2021-02-15, 72.5, , 12.2, 42, 
2021-03-12, 70.5, , 11.6, 38, 
2021-04-10, 71, , 12.1, 40, 
2021-05-08, 72.8, , 12, 41, 
